video_id,category,days_observed,first_age_days,first_daily_views,last_views,half_life_days
V1rt0t21vQw,people_blogs,6,3.34,9823,283720,0.933
V3EYjVPRClU,music,7,1.33,796336,5557499,28.66
V4dqF7UOspg,news,5,1.25,2458,9846,0.971
V4kfrZSejVc,pets,6,6.46,29561,368852,7.771
V59YAu9l-gY,sports,5,1.68,54321,339187,0.576
V5cOvyDpWfM,sports,5,2.93,2382681,21005589,1.979
V69XYIRjKww,entertainment,4,3.22,1823460,12030454,
V6ElE2xs48c,shows,23,2.12,165443,1351321,8.888
V6wWKNij_1M,film,6,1.42,930287,2497708,1.89
V7E7huN3CPU,science_tech,6,1.87,5766,64167,0.796
V8-JfSXPDp0,entertainment,4,3.28,192819,2271297,
V8d6oQPQmX0,entertainment,7,1.25,181863,502957,1.635
VA7Y_Psp5l4,music,8,1.33,301257,1065716,1.445
VAUHZYf_aKY,people_blogs,11,1.86,703967,4416751,4.431
VA_P3p7MI98,news,5,1.45,117372,526175,1.391
VAk6bUhETHM,music,7,2.04,10425,59549,3.355
VFnXRntc9XA,music,5,1.79,64636,263914,2.319
VFreC_yfQqs,news,4,1.88,248,3195,0.769
VGykknw9eCM,music,5,2.71,958561,3577614,5.568
VH-DA0YgHHU,music,7,2.07,94281,602839,4.001
VH4pgiB5xu8,entertainment,4,2.04,11335,195410,2.111
VHXPFrOfndg,people_blogs,4,2.33,15160,72022,0.712
VKW64fQwzRc,sports,4,1.5,14908,53812,1.213
VLxl1UeuwHY,travel,8,2.37,197965,1794493,3.467
VNigGwmovdA,news,5,2.03,88900,218907,0.516
VNqrILFD5h0,entertainment,6,1.46,47725,145442,1.231
VPJ7BcVsOUU,howto,5,1.87,6259,38169,1.868
VQbYbElYjK4,news,4,1.24,13740,28964,0.449
VQdKe6_3PAU,film,5,1.88,52915,145560,0.855
VQhIUzPJi8o,music,8,1.26,506512,2467424,3.387
VQm_Y7wEzGQ,howto,6,2.33,19468,288553,54.603
VRJmcxCrAOA,sports,6,2.04,4703077,29090799,2.75
VSJ0STT8JRw,comedy,5,2.27,89197,768647,1.413
VTVQUw1SJ2U,entertainment,6,4.37,15705,220428,3.329
VVMCz04CmlA,entertainment,12,1.29,1453346,5913551,2.906
VVxQ9HC2aeY,howto,5,1.42,733544,2460216,2.628
VW2xRR75lKE,education,4,2.12,185150,660630,0.692
VWFoCcbXqAw,film,4,2.21,6138,35247,0.952
VXFQWu55vO8,film,4,1.89,6695,58301,2.372
VXQ1FD77egw,entertainment,6,1.41,106831,601643,1.797
VY1eFxgRR-k,music,8,1.42,4870482,35181079,7.927
VYOjWnS4cMY,music,23,2.83,15520562,225211923,13.068
VYmfEx3taAM,entertainment,6,5.97,84908,1149510,4.196
V_jU_ssWvc4,comedy,11,1.5,171670,1106875,4.022
VaGcPRMY5UM,music,9,3.83,420930,6944619,13.711
VdugkldCx10,music,4,4.17,39581,284176,5.35
VeXoFFxxUyc,entertainment,12,1.37,118301,493836,1.884
VfAOl67WcLY,comedy,7,1.25,331351,1289314,1.849
VhI2EpAIcm4,people_blogs,6,1.37,1420626,4502927,1.307
VhexfxLPgTE,sports,5,2.69,31255,395473,
VifQlJit6A0,entertainment,5,1.88,107105,230403,0.855
VioegwSjypk,comedy,5,1.52,301530,1202392,1.465
Vkuj0IaeH3s,news,5,1.3,98136,170325,0.847
VlOq_4lmpzE,entertainment,6,3.33,35836,377795,5.016
VlZ1SWLBfPE,howto,4,1.37,437024,2756607,2.45
VllA1V5M38E,comedy,11,1.92,234537,2206241,3.469
Vnn1FhYULrA,entertainment,6,2.3,1662,36346,1.558
VonJ4ASDO40,entertainment,4,3.22,77711,547362,1.158
Vp40y-048MA,sports,4,1.78,74729,484054,0.873
Vq5cYJ4vtvk,music,4,1.79,41608,352090,
VqcHUdHQ1u8,pets,7,3.06,18412,75273,1.797
VvEGctiW7io,howto,9,6.23,34251,403529,22.97
VwAnsAUYnw4,music,9,2.17,1814687,13882785,19.136
VxWhgFU7nWE,howto,6,3.17,30407,189102,15.584
W-FxnLAnlGg,sports,5,1.98,56869,341643,0.746
W-KEuvd3S-Q,entertainment,5,2.23,169475,1019136,1.553
W7a8qyJ5W74,comedy,5,3.31,4418,233904,9.938
W8_T7MMywcs,entertainment,5,2.22,5143,64214,2.513
W8mkksk1Ouc,people_blogs,7,6.42,4014,172301,5.624
WACO9TqZEh0,entertainment,11,6.46,15893,671611,6.113
WAX8tyQnTpU,howto,5,1.83,83863,592107,1.997
WAwRrtH-4Lg,comedy,6,1.28,2275391,7797284,1.442
WB8ozD7l02w,gaming,5,0.97,80881,790794,0.867
WBxwX1myxqc,sports,10,5.29,50728,393218,4.22
WCKG9J1d5iE,news,7,2.33,10843,32462,0.789
WF82ABLw8s4,entertainment,6,1.9,237173,1273975,1.993
WIV3xNz8NoM,entertainment,26,1.29,218393,1050795,6.508
WIWb8f1WIyQ,autos,10,0.87,226196,485534,1.192
WIp-QvvbsEw,education,4,3.28,25839,421136,7.124
WKPIEWcGoVo,comedy,6,1.75,198460,1287432,1.339
WKcYTvyoidw,news,5,2.17,4319,45774,1.597
WKrnYjpmcpE,comedy,5,1.11,57424,213433,0.754
WLagbArQsuE,music,4,2.17,98325,657286,1.375
WLeUt-jBE4Y,comedy,8,1.91,85581,512574,1.616
WMs3NOW1TDs,people_blogs,12,2.29,157663,2082799,3.634
WNs7fkbANM8,howto,6,1.8,155096,917390,1.356
WOAIo9G9rIY,people_blogs,11,6.62,21424,868930,3.001
WOAvDQNNaCA,music,5,4.83,24304,321560,
WOUZxG1JcGI,news,5,1.95,282969,747672,1.053
WPZfIKy7LWo,comedy,13,5.33,22943,1272242,4.533
WQd6x4KmVhA,music,10,1.33,4128,16425,1.588
WS7f5xpGYn8,music,12,1.17,5168578,33420138,8.934
WUFpGGe8U_E,music,6,1.79,83534,678475,
WXTNngJsBrI,entertainment,15,4.83,33489,717877,10.827
WbQUT3vNUtE,people_blogs,6,1.97,41961,276385,2.552
WbgIREVg2JU,howto,11,1.46,89806,528634,2.198
WdOGSNQP9b4,entertainment,11,1.5,96447,564951,5.866
WeOwqu6gOPs,people_blogs,6,1.57,48846,247842,2.64
WemDKlmMAIs,film,11,5.42,317693,2146016,1.227
Wen6VQS6NG4,science_tech,6,1.88,185077,975232,1.272
WfPu9Jrcpuk,music,12,1.22,872673,8739175,
Wff1pf2EdS4,music,4,2.0,85610,430463,1.512
Wh1L0rOaa88,sports,12,2.97,527199,13375071,68.758
WhJIUtMK1tU,entertainment,10,1.52,23302,133049,7.65
Wk6Z7HLpx8s,news,5,1.56,547670,1235447,0.745
WkZVm_o3Sy4,music,4,2.48,77547,533105,3.377
WknsomB28mE,howto,13,1.4,151072,616816,2.125
Wl7V4LwkfQE,science_tech,5,1.41,69452,351539,1.37
WmQR7X9SdeU,entertainment,4,2.32,3756,26921,0.564
WmYCUljsrDg,entertainment,4,3.25,38246,295231,
Wo5XO8Y8lzE,film,7,1.25,69795,427263,3.519
WpTjFhA09kQ,people_blogs,4,24.26,96266,486281,1.213
Wpm07-BGJnE,music,13,1.33,6015952,36759844,6.972
WvV5TbJc9tQ,music,5,8.37,613690,4795193,12.742
WyWqEFeKX2E,music,5,2.29,227302,1049536,2.307
WyZz9muaKFc,howto,16,2.48,1255156,19371315,11.691
WyuPSLj_6aw,music,6,1.5,1233924,6479552,6.498
Wz_YwUpNOcw,music,11,2.35,397291,2752943,3.942
Wzq4qbNRFrw,comedy,11,1.33,336512,3205037,2.762
Wzvr_rtI82w,science_tech,4,1.96,145872,1316758,1.106
X-zPrXJpiAw,film,4,3.21,267300,2522036,5.996
X26e3rK5SSM,music,4,2.85,120896,980944,4.044
X2BfTXIwABo,autos,7,1.37,122745,400237,1.418
X41ArlJVNYc,comedy,5,2.05,39788,281875,2.375
X4Ul5vTJ-uk,howto,8,3.3,27505,245076,2.396
X5DWRXTOUD0,howto,6,2.02,65440,748102,1.692
X5YJU6_Mfpg,entertainment,6,2.33,6661,141366,1.9
X6iJ0hPpGec,entertainment,6,1.5,252766,1332449,11.175
X9Qh8vsSE-c,entertainment,16,2.3,267741,2177792,4.614
X9QiHlEC22U,film,4,2.89,19326,148686,13.131
XAzqBDFs418,comedy,6,1.11,656192,1752883,1.581
XCrJ3NflOpE,science_tech,5,8.71,6081,230399,
XGd1dq1BatM,music,14,2.08,311110,2986867,16.987
XHkAjUVoQME,people_blogs,6,7.67,37210,270597,1.737
XHpEJRsHefM,science_tech,4,4.44,347701,1193226,1.491
XIZmIl9SsXk,people_blogs,5,1.92,87601,660467,1.639
XIxZLrruFpg,entertainment,5,2.42,45205,380261,2.92
XKl8Wg25DrM,entertainment,11,4.5,59566,1000242,7.801
XOxB-WE3R7U,comedy,8,1.03,604905,1335774,1.496
XP32nDUMYS8,music,10,2.67,129724,911608,15.78
XPVxL-YUOwk,film,7,1.33,50834,105240,0.874
XPrHD-7jjUs,news,5,2.28,8899,52637,1.076
XSP5yHZN1I4,people_blogs,4,2.37,56066,607528,
XT3gEidTKAc,entertainment,5,2.12,14781,140815,1.859
XUIwpXq_jBo,howto,11,2.22,73965,571803,3.423
XUqRem0W8L8,music,10,1.33,3793890,19586636,4.943
XVKg8uPSb5s,news,6,1.46,80519,186452,0.765
XWrB4qOF_UA,howto,11,6.28,64050,2607302,4.554
XXRBLyQQ78A,travel,12,3.51,92420,865233,2.762
XXXqaYls50o,entertainment,4,2.75,20306,112385,4.273
XZo5o1Y0h9o,education,7,1.37,332257,1247284,2.173
X_tYrnv_o6A,education,7,1.37,110976,502040,1.986
XaKDp3ijSx0,comedy,15,1.3,171964,629664,3.908
XblV5A1PlDo,music,6,1.37,282823,1171252,3.445
XbuQAbG2AZ0,news,4,1.4,296903,868868,2.096
XbxRqlHtKUE,pets,18,2.54,440604,4050988,3.757
Xc675sarBYc,pets,8,1.91,51843,533608,2.409
XcSMdhfKga4,entertainment,12,1.65,794645,4149544,2.733
XcUiOyKclOI,music,6,2.34,14517,125128,6.88
XcqS9okipTU,science_tech,10,1.29,99533,300755,1.79
XdNOI-q70q4,entertainment,21,1.99,246888,2025376,5.876
XeLIvgsYdFI,entertainment,8,1.16,42725,132283,2.565
XiHiW4N7-bo,film,19,1.71,4044567,16651726,3.712
XiIShINrftE,music,5,2.03,377096,1549191,2.595
XkGTE4WMMko,howto,5,1.42,132743,505086,0.86
XkVwqEdYlNA,entertainment,6,1.29,377059,1324411,3.377
XltvwqBZIPc,travel,8,0.97,530291,844292,1.246
Xpv-sEKl1B4,howto,25,2.17,533701,4012186,19.336
Xpw0ts8RTfk,entertainment,4,2.16,4167,50155,1.498
Xr2rgT9uEnA,gaming,24,1.25,763557,3229540,6.408
XrvedhkDN5A,entertainment,13,3.04,66917,652347,6.261
XsVy4ImgM0o,music,5,1.16,51066,150880,1.933
XtlLI_pBC3s,comedy,6,1.76,493941,3111804,1.515
XwDTzD75fT4,music,12,0.79,119811,717861,12.541
XxvQIaCJ9Xw,film,4,3.16,47266,292086,0.734
Xyb1fsPG-Xk,news,6,2.29,288496,1149123,1.268
XzvHSMEBFjE,sports,9,1.73,196246,1012695,3.024
XzzQL96yAwE,comedy,12,3.08,60011,509104,3.656
Y-R3QdTGeLg,sports,8,2.51,56923,399939,1.211
Y-iFgDK_D5s,pets,6,1.99,1050301,4253449,2.954
Y0D0s9eIKuw,entertainment,4,1.99,307800,1627758,2.661
Y1n8F4uClUU,autos,7,1.79,1160314,3460380,1.313
Y26pMy4jf8U,entertainment,4,2.12,113238,985425,6.88
Y4357OXULfc,entertainment,6,2.08,144773,969427,1.722
Y62ExbHI4Yk,education,6,1.33,171762,530143,0.872
Y6zucdAzNi4,entertainment,8,1.17,27780,71241,2.342
Y9nDagqKL7Q,film,6,2.13,125340,643737,1.613
YBgabneSziQ,music,9,1.67,115421,383282,1.737
YBpdL9hSac4,film,10,0.85,8147585,34269048,3.703
YEGhKwpEKEw,howto,11,1.29,76442,476030,3.192
YF6xzqOfCD8,education,5,1.33,66823,251174,1.002
YFHHGETsxkE,film,12,1.33,553004,1805597,2.462
YHTnun3zpNk,entertainment,8,1.78,26791,98031,1.089
YHdOh90kGHQ,people_blogs,4,4.33,50105,940570,2.156
YI3tsmFsrOg,education,26,1.5,1135717,4705269,6.589
YJ25apqV-C8,entertainment,6,2.23,132486,581600,1.487
YKWGQyz-oLw,entertainment,16,2.4,197234,2019017,4.99
YL9sNrOlK-I,sports,4,1.33,1170772,3027415,1.234
YML2DM0K8DQ,music,13,2.83,98258,930867,8.684
YMdo_0H1thU,entertainment,6,4.25,19417,284691,2.374
YNpCXG66_PA,pets,4,3.0,9104,47862,2.9
YOxo2IUFnr4,entertainment,7,1.6,30110,104073,1.75
YQ1cEC6FZRg,howto,8,2.25,27843,96756,1.725
YRRczTwopgA,film,5,2.31,2382,34059,1.999
YS2y_12IWlA,science_tech,9,1.27,901628,3181164,3.083
YVfyYrEmzgM,education,5,1.33,219103,380111,0.972
YWVylysTNIA,pets,5,4.04,1391,96288,
YXTzMOmmEfE,music,5,2.11,543792,2502652,2.563
YZ1UN5gvLjQ,entertainment,8,3.21,273015,2755456,2.843
Y_8PXU6_BR4,comedy,4,1.54,13980,77002,1.456
Ya_trIAWIXA,people_blogs,15,2.37,238061,3724531,9.314
Yb2YuC7UbwI,education,8,1.37,141886,724152,1.566
YbQ-NgaCntk,entertainment,8,1.37,113582,313852,1.46
YcCrw6d3UX4,news,5,1.2,1862,6183,1.009
YfOHh5mt9SM,entertainment,5,1.98,52042,461540,3.113
Yg8jdBLTtfo,entertainment,15,2.21,146295,1655978,4.546
Yhea380bYp0,music,5,2.21,21134,221395,6.951
Yiq8YjQC6Rw,entertainment,15,2.03,108046,1153185,5.569
YjBB89qsupM,music,5,2.23,125601,828587,4.725
YkLzdHTv3G0,comedy,7,1.75,83377,806660,1.839
YkfsQKs659k,howto,4,2.33,59510,759718,14.113
YpUDblEURdY,howto,7,1.37,710281,2400024,1.694
YpnV0M6XTc8,comedy,6,1.24,63137,192638,1.591
YqC5loCFMtk,howto,9,2.19,42671,259404,2.417
YrVTJd6mvpE,entertainment,5,4.21,91095,354807,1.294
YrzxVhbDc-4,education,5,2.21,114042,627696,1.838
YsufMtUOXtI,comedy,7,2.37,37854,179345,3.018
YvEGAcgpwqQ,comedy,11,1.29,152008,661061,5.271
YvfYK0EEhK4,comedy,7,1.35,684679,1607810,1.421
YvjhDjUbFyU,entertainment,6,1.93,170596,881585,2.474
YywJykbEllU,music,10,2.08,283005,1245242,2.234
Yz_VzJ4_OOo,entertainment,4,2.17,93889,486455,1.364
Z-dLdCXhapc,people_blogs,5,1.75,229073,582548,0.783
Z00-9MhEw5o,comedy,5,2.12,28373,211469,3.942
Z0JupszeKIo,news,5,2.36,93949,176993,0.531
Z0vLiQLpsc8,comedy,5,0.86,1692205,3222946,1.182
Z2Y8jGrkrDc,comedy,6,1.38,189688,489051,1.011
Z2ttpo7c95s,news,13,1.97,169755,1013344,1.58
Z48OG9917mg,comedy,5,2.27,73306,591389,1.384
Z4qNw1dPuNI,people_blogs,13,1.25,266092,839932,2.07
Z9cB0TjfIkM,film,6,1.25,564453,2109158,1.559
ZANqw73F9Pw,entertainment,4,1.99,220195,1184957,2.111
ZAQs-ctOqXQ,comedy,4,2.29,62719,371683,0.708
ZAzk_L70t1s,entertainment,5,1.46,60155,506046,2.089
ZB7_1CoKntI,comedy,11,1.41,504717,2910915,2.816
ZBXZojt6dpM,education,5,1.42,57126,185947,1.781
ZCEgDAYzyRw,comedy,9,2.25,310839,3121631,4.865
ZCPwpcurYns,entertainment,13,2.13,742265,6187534,3.04
ZDk03lHV47Q,howto,5,1.48,43133,164028,1.044
ZEkImgh--PE,music,11,8.46,464298,12122117,30.626
ZEqWh6fl_sA,news,4,3.22,97886,1158871,1.586
ZFwylDNpgFc,gaming,4,1.21,420264,2597509,1.472
ZIbI0ekrrZU,sports,12,1.95,116269,578416,1.775
ZJDMWVZta3M,film,9,1.35,5213306,36152111,13.79
ZJkc_C5-Cd8,entertainment,6,1.75,781584,3447677,1.201
ZKWDCyVbnoM,film,12,3.38,168096,1503335,2.596
ZKZwrlNHMkk,people_blogs,18,1.42,452966,1705452,3.315
ZLFak6N04GY,music,6,1.29,64462,280506,10.076
ZO4CMPCmFDE,entertainment,5,1.96,521064,1659272,0.937
ZP57Kn9eAAQ,education,4,32.11,20119,342564,
ZQcaYYHqrUY,comedy,4,1.81,430779,1478788,0.923
ZT0CCaKDxjg,comedy,10,2.06,957582,3032542,1.965
ZUSPD9zOyJs,people_blogs,15,2.22,656412,6157587,4.854
ZUV53Nn3PhA,science_tech,8,1.2,76805,322227,1.347
ZWMp9BpWODk,gaming,4,2.42,63562,691970,9.005
ZWllUdFLzXU,sports,6,2.43,17421,118291,5.464
ZYXIAzqOgoY,howto,6,1.01,155204,419822,1.558
ZZE1_maXiAI,entertainment,5,1.05,17300,40258,1.438
ZZIq3bSOD_g,sports,4,1.94,3825,32275,0.593
Z_kfM-BmVzQ,people_blogs,7,1.9,683856,2197295,1.533
Zb1ShTFP198,entertainment,6,2.1,166535,983701,1.944
ZcCp7488puc,music,10,2.42,356070,3506379,14.284
ZeGNvhAsUW8,music,4,2.0,30209,169934,2.718
ZfHiw_LFNGw,entertainment,7,1.98,1243082,5545698,3.161
Zfpf5dnYA4Q,science_tech,6,3.54,14653,184944,7.667
Zh4c5IrllBg,film,6,2.2,391930,2339940,1.545
ZhEz1cvC1rc,gaming,13,2.25,495291,4823561,3.865
Zi9MkiQzl20,entertainment,5,2.21,70949,209868,1.004
ZkPSbp3zTfo,entertainment,7,2.7,318038,3383838,3.203
Zn99TMv0vac,science_tech,5,0.93,80233,122141,0.734
ZnkiHQLI0w0,howto,4,2.9,48185,735223,8.519
ZnvGy6pcGxs,sports,5,1.82,25424,276554,0.98
Zo9rgbn0SMs,film,9,1.33,180811,631554,2.894
Zo_mpwmashg,comedy,5,3.15,331709,2224831,1.254
ZpMNJbt3QDE,news,9,2.08,77982,733180,2.83
Zq5ESvmKagc,music,10,1.97,289906,2179222,3.157
ZqOtqz8bSDk,entertainment,10,2.25,100115,774567,1.984
Zr4md5OqL60,entertainment,6,2.43,8803674,19669098,0.921
ZrP0Mqj9U_c,education,4,8.37,1531,190451,6.464
ZsN1V9Hjfvg,entertainment,10,2.37,23256,99837,3.257
ZsvViZgVXL8,entertainment,5,2.42,54779,507275,2.635
ZtiCq8S0hq4,people_blogs,4,3.4,101351,646742,
ZurW-Uc6Lc0,howto,4,2.62,38677,539045,2.481
ZwoDYJWWXW0,music,14,1.66,556763,5758360,10.15
Zx7p_tmWlq0,news,6,1.14,2236,14276,1.134
Zzi4EQKBbOY,education,4,2.08,61789,267142,0.686
_-aDHxoblr4,education,5,1.33,162132,338085,0.858
_0Wz8e4W-oE,comedy,13,1.94,250506,2138878,3.125
_0ovuLsnU1A,entertainment,9,0.92,823145,2507969,2.648
_0uV-jMbHQU,entertainment,5,1.44,3482,9595,0.59
_1LdMWlNYS4,science_tech,20,3.12,312610,1925345,6.701
_6lGaYh71g4,travel,9,2.58,40689,402402,2.987
_6uvQtccJss,howto,4,2.21,136414,1281002,1.336
_72fqgEevOo,people_blogs,6,1.71,130052,577212,1.942
_7985zBEM3o,people_blogs,4,3.12,225012,4209089,1.975
_7QuvSK-A5E,howto,6,3.24,76679,1649348,2.813
_9YMpuLDnwo,howto,7,1.65,4567467,54155921,
_ASpoeFRTZ0,education,5,1.42,119420,437549,1.552
_BcYBFC6zfY,film,9,1.33,4751644,12976087,2.173
_CFJ1u-DIBc,science_tech,6,3.18,4049,146505,5.19
_CZHqpIpN4k,entertainment,4,2.1,19250,159145,2.892
_Ch5ClOB9AE,news,5,1.33,204309,655073,0.823
_EMxJMU1dCo,howto,10,2.25,93439,930151,1.617
_EvMYEfF_hQ,entertainment,6,1.29,3281067,13025011,1.748
_Ihg1_3-0os,music,7,0.79,103221,485881,3.077
_IoOJu2_FKE,science_tech,14,2.46,332251,1150554,3.374
_IuEg3xbDA0,entertainment,10,2.37,304771,3254707,4.024
_JY-latu82Q,entertainment,4,3.37,1199,7662,1.445
_JhaVNJb3ag,pets,6,1.25,371502,792814,1.502
_KBc4B5JFoQ,music,7,2.0,442685,3622209,
_KEN-cxmGw8,autos,5,2.19,139747,1108618,14.436
_Lp5iMI8RWc,entertainment,4,2.36,256006,2846563,1.715
_NWs7ntMRBA,music,6,1.42,565972,3105286,2.972
_OZJ03OBJj4,film,7,2.27,273898,2017280,1.936
_PgMjA4x3rE,comedy,16,1.23,299320,1211777,2.978
_QWZvU7VCn8,entertainment,4,3.28,583833,4069186,1.444
_QufBstcsrc,people_blogs,6,0.9,132165,215775,1.027
_SbotS1p4yg,entertainment,4,2.07,21957,107053,1.062
_UjAxuSuLIc,education,6,4.35,5390,284574,5.658
_X8XtZZYkNA,science_tech,4,1.29,874521,2431398,1.007
_YSVbM1saXM,music,5,1.39,316303,1120978,2.153
_Ybm_ZNLu0w,education,13,5.46,33071,1095519,7.52
__-22AJoFxY,music,4,1.44,56082,270838,4.392
__1SjDrSMik,people_blogs,5,2.08,260537,1578774,1.971
__4c1JCHvaQ,howto,4,1.33,1079612,3645622,1.282
__Wd-iOZQ6k,comedy,4,3.19,81063,1757705,3.695
_akwfRuL4os,people_blogs,5,2.19,19436,307975,
_cn12TCA4SY,music,4,2.25,8586,52964,12.503
_fVUX6-7VKE,news,6,1.51,259605,1189824,1.197
_feQprPLL98,music,4,1.53,71394,186722,1.074
_fjfo256p6s,music,13,3.34,51952,576001,135.162
_h9EEni5rks,entertainment,4,2.18,1734,31015,2.13
_hMQe2U4c6w,music,7,0.79,3470255,13418200,4.644
_iGAptGAweo,comedy,5,3.33,227287,3019735,6.964
_kwsw07w8lU,howto,9,6.07,25791,896317,3.673
_lUiJsnGXh8,film,10,1.25,446816,1823566,2.302
_mHSkHjInS4,film,9,2.37,304568,2776665,3.219
_oZIbFolJTw,film,5,24.87,400,3598,2.333
_odvYvbW9VM,comedy,4,2.52,82104,650940,1.234
_pP_C7HEy3g,science_tech,13,2.36,48015,323504,2.841
_pxQcHAMi1E,education,7,2.46,71802,514568,1.784
_r0cf42EUBw,people_blogs,4,2.12,218672,2616555,5.402
_rBaHuQi9gQ,howto,12,1.94,70463,464699,2.86
_rPgJ_CgiZM,news,6,2.24,56109,397776,1.696
_s1M-rkDO8Q,entertainment,6,2.22,8590,61665,4.854
_suPAag6_i8,entertainment,13,2.25,85778,437541,5.06
_vrcsnkXCI8,howto,11,2.12,76979,398699,1.825
_wNZbgBPz1Q,film,15,1.48,123399,447473,2.998
_wS7seijyks,howto,7,1.29,218199,799870,2.804
_xwX82Y0Oro,entertainment,6,1.62,129206,992294,12.854
_yJq9SeGLhg,howto,6,1.33,252771,1130995,1.381
_yThFcog0nA,howto,8,1.42,436331,1452367,2.303
_yiQHtBFYkg,music,8,2.64,70211,458154,4.272
_zCDvOsdL9Q,comedy,15,3.33,1000753,7440776,2.988
_zhR6d6LDzM,film,6,1.29,249581,714665,1.544
_zu53yAoTJE,music,6,1.33,162800,724556,3.101
a2bjPDkFR40,entertainment,10,1.54,181603,812300,2.354
a30K69hUJyo,entertainment,10,3.39,176202,1237208,2.454
a30wbmGT3R4,entertainment,6,2.24,7940,66239,1.261
a49beT37Bc0,news,4,3.62,206765,2314081,1.09
a6D9ksDanh0,howto,10,1.9,46571,311989,2.411
a73YoV2uf6g,people_blogs,11,1.67,121503,633226,1.705
a7NJ6Gek9v4,people_blogs,6,2.01,615298,5875258,14.307
a8gzChJsvEo,film,6,1.28,425919,1789817,1.369
a9B4AgwYG4E,people_blogs,5,1.31,44370,115838,1.131
aA6Z0x4rX30,howto,6,1.65,71140,251338,1.211
aB-UKwO367s,film,6,1.2,1135451,3922298,1.36
aBL027wEtg8,music,6,2.77,161599,1216232,1.679
aBQDFQwfX2w,news,10,1.33,5239,25393,2.247
aC5lxLCyyhQ,film,11,2.92,255238,1187812,1.651
aCddogeAHMY,people_blogs,10,1.23,279513,927831,1.094
aD5dCMBeySA,people_blogs,7,1.41,26069,154224,33.695
aDl6SGTkomk,music,4,2.17,40430,121390,0.624
aE4XqQZLkek,entertainment,5,107.31,339,2721,1.314
aEM1Zelai1k,pets,5,2.17,71052,392184,1.357
aEM2kOrrNJI,music,19,2.5,1404471,30599645,15.644
aFMUPcuSsJs,entertainment,5,5.53,158911,3105328,0.722
aFuA50H9uek,science_tech,8,1.07,2038775,3680427,1.303
aGl-1nwahCA,comedy,7,1.44,1160813,4807512,1.877
aJ9XruZm_Hg,entertainment,5,1.46,79036,410282,1.608
aJOTlE1K90k,music,9,0.83,5655150,66529577,55.022
aKPz583WRpQ,entertainment,7,2.19,724427,2659593,2.137
aLLgene7kJo,music,9,2.27,3310,24371,2.322
aMQbRpxgFvs,science_tech,10,0.97,962058,2309633,2.255
aNvRdg1lR7c,entertainment,13,2.83,672230,3856726,1.685
aO7yzmc3ykw,science_tech,6,3.34,38386,747391,2.806
aQzai9oXb-g,howto,4,2.06,65856,464544,1.492
aSO1gltbg0o,sports,5,2.16,43709,257584,2.582
aTYkKrhj5pE,news,8,2.56,70079,900305,1.247
aTvw9_dxBlk,news,6,1.24,16977,32307,0.69
aVamZUeeR88,people_blogs,5,2.13,52998,576861,1.547
aVpvVq_yZLM,news,6,1.32,49420,170075,1.053
aXLS_WDIugk,entertainment,4,379.18,158,17716,5.206
aY-0uBIYYKk,science_tech,8,1.27,59398,921465,2.502
aYnyMPc3LQ4,film,6,1.24,999901,3770744,1.859
aZdkR_WhA5Q,comedy,6,2.25,222728,1590640,2.514
a_iMlwkzwow,howto,6,1.37,225127,740043,1.436
a_u7g5BlfiY,gaming,5,1.42,1234508,3224847,0.895
abeqEEmpbdM,entertainment,5,1.41,94796,319454,1.698
adz_lnvL0qI,entertainment,5,1.06,12572,36064,0.968
aeoeECXFksI,news,6,1.3,342989,808361,1.303
af6L1jBZGYA,comedy,9,1.79,352421,1520884,2.357
agUg8Fyv-1A,sports,7,5.35,23468,281678,6.827
ahSKGi_21xg,comedy,6,1.79,875961,4096699,1.556
ai6NByMmCVU,entertainment,14,2.08,124238,1139279,2.97
ai_UWoM37dI,entertainment,7,2.17,1041557,6988208,2.877
aj8mN_7Apcw,film,6,1.19,1690696,6185841,1.23
akNs04ef_Co,howto,5,2.13,93448,810444,1.237
akTosGXl8pI,entertainment,6,1.27,60599,136788,0.853
al0lGtRpO5M,music,4,1.29,21866,71849,1.423
al2l6YLt7cg,music,8,2.15,67724,387382,1.771
alRtHXnZMOI,music,8,2.29,24798,720749,
aliDVYH08pg,pets,5,1.35,51301,239592,1.9
amtC28yfYCM,comedy,20,1.67,108788,588133,5.097
an6dsm86Kn4,travel,5,2.42,79066,583281,2.659
anDIlMVgNwk,science_tech,12,4.41,443345,3280332,1.821
anjMMdSuFuE,comedy,6,4.08,60614,658110,0.937
aoY0J5jSbTM,entertainment,5,2.29,357349,1554433,1.426
aobdrJr6UaE,howto,5,1.15,51712,123804,0.943
apN4BMMKt2E,comedy,4,3.25,23862,554706,3.587
apRvFNM5Vps,sports,6,3.75,4313,131141,2.48
aphpJi5jKrM,people_blogs,5,1.96,96638,599176,2.475
aq-phmpUJ_E,music,12,2.08,128860,931253,9.868
ar8S6virCwM,education,4,2.37,83063,467994,1.341
arv7U6cfD40,comedy,5,1.29,55147,212075,1.83
asiRHYuOP08,music,12,2.04,103698,633790,3.56
asu37n6sEBY,music,7,1.33,153196,597308,3.496
au5hwGS4KRE,news,7,0.91,546832,1551300,1.136
au8QGTiPhEw,music,19,2.33,228827,2611836,8.661
avnapsraeXM,people_blogs,11,1.36,47004,234260,1.178
azFsk42kb5E,entertainment,16,2.33,237931,1552066,5.784
