video_id,category,days_observed,first_age_days,first_daily_views,last_views,half_life_days
-0CMnp02rNY,entertainment,5,2.46,129541,800359,1.051
-35jibKqbEo,music,7,1.29,320246,2425578,
-37nIo_tLnk,sports,7,2933.02,124,3170,2.336
-3h4Xt9No9o,news,9,1.49,79513,373184,1.932
-3nEHRN6IPg,howto,4,4.31,6617,266142,3.68
-4s2MeUgduo,science_tech,12,2.34,38002,437732,3.896
-5aaJJQFvOg,music,10,2.08,118823,1168351,5.597
-7UzyXO-mzk,pets,5,1.5,654860,2620061,2.476
-7_ATlZ-zMc,sports,14,3.14,629170,3510260,2.183
-BDImdAfodA,music,5,2.63,197628,1307790,6.981
-BQJo3vK8O8,music,10,6.54,3749074,87264467,167.145
-C5q3oir8gA,entertainment,6,1.54,138285,834586,3.083
-C_rvt0SwLE,music,7,1.29,2015734,11773962,9.606
-EL8TuMsb-k,howto,13,6.0,11890,565288,16.145
-El8z4uy5Ac,comedy,5,1.29,194320,639982,1.317
-HoAafTYR9w,news,4,3.05,1969,50669,2.313
-HrakxB4Klo,science_tech,4,2.03,12238,125684,1.973
-L4RYm9Tq7I,news,4,4.4,15617,182121,2.647
-NEhvlJA5q8,news,4,2.26,15642,330827,0.534
-NIP2zgVsRY,pets,6,2.54,113127,837697,1.995
-NcG4L0pwvE,howto,5,3.04,26277,422918,3.747
-Qv6p6pTz5I,entertainment,5,1.71,2069514,8955556,2.064
-R9F2_D76TE,education,11,2.98,44961,359141,2.437
-RmUADCWI4A,sports,6,2.04,1185420,14107720,41.263
-SIp6xSP7ds,news,7,1.48,190464,540227,1.327
-TQpVg4vcrk,comedy,8,1.23,112624,477269,5.985
-VgOGzBcMIg,entertainment,6,1.92,113449,440020,1.442
-WedqN1iYbM,music,4,2.22,9165,49638,1.076
-YRlVB6Qgug,entertainment,6,1.42,220190,723523,1.571
-_jlqATo9eo,entertainment,7,0.81,14864,27659,1.021
-e-xXN-tcFU,music,21,3.42,34347,681328,
-kETYvHON_I,education,6,1.35,144064,597049,1.233
-kTWIm7m4Uw,comedy,26,2.06,280961,3440148,6.798
-lgcAySBbTA,people_blogs,4,1.77,1180130,4518449,2.852
-mvfLtZTe3Q,news,4,1.34,252581,443498,0.493
-nbm90xAhWY,entertainment,5,1.46,59078,249572,1.207
-o7zywbiFVI,news,5,1.28,38816,97024,0.64
-oCQn2VkStI,science_tech,6,0.96,185767,379176,1.075
-oOlAGKBXnA,comedy,6,2.03,341883,1618811,1.396
-oXybog2IuI,education,5,1.33,8829,38775,2.005
-p-PToD2URA,science_tech,10,1.38,219383,1891032,1.939
-p2lhxUqMMQ,education,5,1.23,144276,398058,1.111
-ppaazmNIgA,entertainment,4,1.37,150060,588513,1.091
-rZkKvRZ0UE,science_tech,4,2.17,47928,159575,0.786
-s3j-ptJD10,education,11,2.35,72038,817600,2.551
-t1q78GYNww,howto,4,7.0,1758,133022,4.617
-txKpma65ZU,people_blogs,6,1.71,81505,457513,2.776
-v-_Z11T5L4,film,6,1.63,25281,83301,1.352
-xAMnJgc3oA,music,9,2.81,76123,594958,1.744
-xt_j2aIAkg,sports,6,1.62,183164,2678479,
-yMXWp-Fh3g,howto,5,1.96,31919,221336,2.235
-zrJwYFJtZo,pets,6,8.54,9828,564733,2.988
0-7wMD5ISIs,people_blogs,8,2.11,207129,6647081,1.499
00RpZZThSAs,entertainment,10,2.3,120857,1217872,2.756
01AEuxSlIMg,autos,6,1.62,28826,275180,
032BPsxhreM,entertainment,6,1.08,27852,54340,0.761
07S_Glj3uYs,music,10,1.29,288379,1509716,4.544
07Um1PY_P4o,entertainment,8,1.29,148372,461945,3.191
07bTt0BTi-U,entertainment,4,3.91,39623,729500,2.007
08OhPK2BVIU,comedy,12,2.04,510543,4625928,4.852
08l0K3UyUXE,news,13,2.07,181833,584861,1.513
0ANDjPQPS_Q,howto,4,1.36,6515,27408,1.011
0AWUKX5D_ak,entertainment,5,2.21,4035,17732,3.557
0DVNtFA-_wA,entertainment,7,1.48,56518,126986,0.9
0EPY1CKFecs,comedy,6,1.27,1054750,2958978,1.131
0EQuVfP-vXs,entertainment,7,1.67,54611,198160,1.123
0EbFotkXOiA,news,6,1.32,77682,385997,1.475
0GKC_nj7B44,film,14,3.46,111697,574412,3.373
0GQmGOju6CE,entertainment,5,2.21,112079,952677,4.807
0H-JHIGRRNM,entertainment,11,3.23,94303,389158,2.458
0HX039UdGpU,comedy,12,3.33,83483,2141439,6.307
0IC3II1i5yM,news,5,1.22,61544,113169,0.592
0IaG9oM4O4s,film,11,2.87,26499,1675909,2.217
0KRpcUAtg00,howto,13,2.0,103608,850341,2.666
0MyCrMrkMFo,entertainment,6,1.25,106394,374012,1.784
0NWKUHl6JLY,gaming,7,3.32,20607,526710,1.711
0Nip-J6u8C0,autos,4,2.11,1259,13458,0.888
0PW9MWDWLH8,people_blogs,6,1.65,18604,150117,2.433
0Q0_xFYpYL4,science_tech,6,1.42,101359,425185,1.86
0QDjTwsEeE0,entertainment,7,1.27,57581,291502,3.299
0QOPb9DlOfY,pets,7,1.46,50531,121157,0.995
0Rt329xQUjM,howto,7,1.29,85512,352742,2.653
0URpDxIjZrQ,film,17,2.21,1028239,6095300,3.226
0XARMt12oFk,news,9,1.23,305573,1339943,1.574
0YVbVXOjJv4,autos,6,1.55,423250,6345613,
0ZAA9Y4F37I,news,5,1.32,12126,52395,0.751
0b6l7MIaGdA,people_blogs,6,1.71,102514,708572,6.425
0bSE-rh7jFg,comedy,4,3.13,251405,817094,1.181
0dSR-9mtuzk,entertainment,4,0.94,186148,557538,2.268
0eOtSEkLVtw,education,6,1.35,133188,530299,1.446
0eUk_VN3e2A,entertainment,6,1.86,229326,1426321,4.611
0fepqIO57f8,entertainment,4,2.88,69297,1086734,4.55
0gDVWPPgMKY,people_blogs,7,1.29,321564,1744302,2.651
0gW9EnfWzDw,comedy,6,1.38,57630,299561,3.253
0gwkMY-mzUQ,entertainment,6,1.16,323629,736276,1.179
0l35jAGQPOI,entertainment,20,2.27,623353,6841622,5.088
0lXX3dJUAGY,education,4,2.42,36095,277184,3.247
0lr497GhD04,entertainment,7,1.95,187161,1752464,2.697
0nVO-yU0oxM,news,6,1.15,286915,619478,0.969
0noUI5HLY4I,comedy,6,2.27,31015,142281,1.181
0nybdPCuvRI,sports,4,1.9,156599,700096,2.503
0oBodJHX1Vg,entertainment,4,2.93,82012,1033482,3.48
0qpE8IHz3go,entertainment,6,2.08,174893,1152361,1.228
0r-zYs6NQu8,education,6,2.46,315806,1688171,2.956
0s6-iFoCFNQ,entertainment,7,2.29,480467,2788162,2.993
0ufNmUyf2co,howto,5,2.0,20770,238483,1.976
0umuSm2WA9g,news,7,1.63,562,10070,1.375
0v-6AylRH68,music,5,1.62,718378,4029821,3.331
0vKkwJwL77Y,film,6,1.25,376834,1535652,1.706
0vXLU9BnDPc,sports,9,1.23,31107,128412,2.436
0vhxoVwqZkk,entertainment,6,1.92,76973,633524,3.149
0xCggNCs2kU,music,6,1.33,44487,132580,2.084
0ycLaWymtKk,entertainment,6,1.25,636759,2883649,2.664
0zMSMJZc9EA,people_blogs,13,2.28,98740,1116764,4.278
0zZ0Y_UZRBw,howto,25,2.12,422360,2877877,7.189
1-BhcMdxfjI,entertainment,4,4.29,505,8154,3.556
1-jXHDiRnC0,comedy,4,2.04,153420,1143211,1.65
10ndJuFP1PY,comedy,11,2.83,79040,1023827,3.198
13hdKXfku4M,entertainment,5,4.87,2710,45899,28.867
13xFL17XmYU,entertainment,12,5.21,16276,310140,8.071
15UK0924t_o,howto,4,1.92,31502,268343,1.2
15aTCG3as6Q,entertainment,5,2.05,83166,890881,1.447
15nf2EBBNu0,science_tech,5,2.87,1097,18001,3.723
15uSD6tHi2I,sports,4,1.85,20307,493066,1.061
16W7c0mb-rE,education,7,1.37,490115,2032821,1.613
16a1LttU5qc,howto,6,2.08,595610,2368518,2.196
17x4Auq4Tw4,entertainment,7,2.29,129904,503121,1.706
18QHSoWPygQ,entertainment,11,3.94,68147,1074385,3.447
19QxOZU0zkQ,people_blogs,6,1.1,560967,921689,0.902
1A_aWbz6D5A,entertainment,5,1.79,35820,412054,1.378
1CYch47uOZU,howto,5,2.15,57055,611625,2.594
1DQ9UTz5j8o,comedy,8,2.06,41922,536775,3.285
1DRhHMy-D4E,news,6,1.47,251510,396970,0.794
1FJD7jZqZEk,entertainment,16,1.37,4122172,14041075,3.069
1HLMi1s6Tho,people_blogs,7,1.18,631641,2410536,1.431
1J76wN0TPI4,entertainment,13,2.67,3214535,40714581,4.208
1JXq9779zwU,education,5,1.33,97919,295571,1.344
1KG8Qha7uXw,comedy,6,1.27,116742,331121,1.705
1MGNw-Y2QPk,news,11,2.21,126016,1756102,1.466
1Nu_oGucpDI,music,14,2.33,158782,1309380,5.852
1PhPYr_9zRY,people_blogs,24,3.31,489942,8259128,10.323
1QmPCVW6jOs,education,4,13.38,226815,3633365,23.473
1R0Xgq1bxZI,comedy,6,2.21,134598,361852,1.073
1Sh6UqeRHdM,news,7,1.12,31371,60574,0.873
1SnWTW6YXbE,music,10,1.33,987283,6848484,10.256
1VJixjI_P3s,people_blogs,6,0.9,169852,214900,0.651
1WREZPc-kqQ,film,7,2.29,72085,855708,2.347
1XY8dPnIORc,film,12,1.26,334822,1384063,2.002
1Xgm5R4eMao,entertainment,19,1.85,206879,1685312,4.741
1ZAPwfrtAFY,entertainment,6,1.69,2213233,6109402,1.761
1ZXWwIjQnHs,comedy,11,2.16,226601,2295275,2.82
1Znl8OUBa_o,entertainment,5,2.29,427802,4631209,2.461
1bSDtlARvPI,howto,4,2.04,71758,452749,1.04
1csFTDXXULY,education,10,7.37,11582,679280,
1dQEfL2BfUM,entertainment,6,1.38,54292,279714,1.952
1h7KV2sjUWY,people_blogs,24,3.96,61632,1064798,10.024
1j_k5WCFShQ,people_blogs,5,2.16,333971,3561593,3.051
1kEoS9WwpmA,entertainment,7,1.37,102528,414854,2.266
1lCnG9hWC6w,entertainment,4,2.58,39792,524607,1.655
1lGHZ5NMHRY,science_tech,6,2.17,254579,4979612,
1lPvUKtHBJA,comedy,5,1.93,261363,2130602,1.395
1oFQ76ctfS0,people_blogs,6,2.53,73517,372465,1.873
1purAy2MsOc,comedy,26,2.18,128883,1236919,8.297
1sJHx2s4Pp4,music,4,2.79,52224,340791,18.435
1sqyuXCwcBA,comedy,11,1.79,114676,1093889,4.517
1vc1cKeor5A,film,5,2.0,11365,70177,2.152
1w9tf3vSuVs,howto,4,1.87,5302,36476,1.883
1zO2JEV6He0,comedy,5,1.99,156052,1421293,1.798
2--Pg-y3xNk,entertainment,5,0.81,76844,114865,0.75
2-tzlBFotjA,comedy,10,2.31,378689,4280876,20.28
20DPgRoyQn0,people_blogs,8,10.58,689476,11383684,9.699
20bpjtCbCz0,film,16,2.46,2037160,20585928,6.816
24HFgBQawWA,music,9,3.04,37464,223245,2.888
25Uouf_9DUk,people_blogs,5,0.98,43424,57192,0.618
26qOMpjicGs,people_blogs,5,1.99,192248,683434,1.186
272qtYHyylk,comedy,4,1.75,249067,1286392,0.994
27GV1PS8_Cw,news,4,1.36,103109,156114,0.717
2AAUadR6Hjw,sports,9,2.46,141148,770714,1.621
2ATuTL5i0_c,howto,13,2.21,145947,1207635,4.358
2B1sY4NecnI,news,6,1.41,17047,102834,1.105
2B85lYenaxE,entertainment,6,1.16,377415,1066607,1.534
2BIx2x-Q2fE,science_tech,6,1.42,119744,321277,1.202
2BwxeOzSx8A,film,6,4.17,120588,1120227,0.797
2DVg-P0mZE4,entertainment,7,4.97,14894,275455,2.015
2E_HEeOpiEA,howto,4,3.04,81133,1097258,2.144
2GjJ85MImlo,howto,13,1.16,568231,1787925,2.739
2J6bJnwr1rw,entertainment,10,2.17,91632,1187631,4.867
2KuqjW0WtZg,entertainment,14,1.46,131088,570053,2.691
2Nlo2ekTRvI,film,5,2.33,282860,2303131,2.103
2NpetP71B1o,travel,5,2.38,40177,386697,1.721
2PH7dK6SLC8,music,25,2.29,281075,3613243,12.563
2PQCLZbzxq8,entertainment,6,4.24,286,4318,1.791
2QK6Usg2KT0,entertainment,16,2.37,342608,1438398,2.513
2SJ0hgdciNE,music,6,3.42,617400,5001009,88.942
2TCHVvJ73kM,entertainment,8,1.08,793130,1487010,1.144
2VggEmXPnGw,people_blogs,7,2.71,198609,1069014,1.943
2WHcBwq2wHc,sports,8,2.54,565244,3919971,2.648
2X9eJF1nLiY,science_tech,8,1.29,109864,451309,2.354
2XQPTtTv_O4,education,6,2.09,40796,284743,1.098
2XQft9iwSqg,music,11,4.13,23317,475678,
2Xyf_PCf7lc,music,4,3.4,19987,164062,
2Yb_VA4L3YU,entertainment,4,2.97,60054,620118,
2Z3yeFZyCjI,people_blogs,7,1.85,130278,313927,1.23
2_DRBnV4nGY,sports,4,2.9,28228,905126,1.633
2a52cBN9qOA,news,5,2.27,543,2232,1.334
2aQykuIaJVI,music,14,1.46,816811,3640120,4.252
2afSbqlp5HU,film,10,1.48,95019,397553,3.912
2c7UCvK0Ixc,people_blogs,5,3.31,54636,648993,7.465
2ckenWENyUg,entertainment,4,3.38,151197,1085036,
2dkl0fUKHAM,howto,4,3.46,90674,769773,
2fGXDFiFBhg,science_tech,5,2.33,678155,5068126,2.088
2fJIRQJ39eA,entertainment,4,2.27,27114,72739,0.956
2fouYHWUhZo,entertainment,10,3.33,184616,2239708,13.767
2fxqFJsvus4,entertainment,4,1.88,78103,642382,3.531
2h0bkuWzQeU,music,8,1.37,538428,4737883,
2in8XqiElwc,music,24,1.67,777305,4945185,5.223
2jP6MFBXFaA,entertainment,5,1.44,45407,127055,1.477
2jSWMme12ik,sports,11,2.01,130369,773673,4.829
2ktuvx9hrMw,film,10,1.45,791962,3065887,2.19
2kyS6SvSYSE,people_blogs,6,1.28,1440216,2564903,1.174
2nJ3U5dzvPs,music,5,1.29,20592,95486,2.312
2nSXgn68gPQ,science_tech,4,3.2,1616,117924,2.567
2nVPFdqejD0,comedy,13,1.33,959838,4450664,3.599
2omJBSQcm5g,entertainment,5,1.71,109686,534291,5.064
2r_nGjgqPE0,music,5,2.29,222924,1360509,
2rx8VHNG-DE,news,6,1.39,8150,22871,0.671
2sxuAm569IY,travel,5,1.71,79417,326955,3.824
2v4-L4PkV9U,gaming,12,3.13,207718,2736265,2.744
2wJESCSvFU8,entertainment,9,1.5,314807,1088185,2.467
2wbc8x-RHiY,people_blogs,10,1.89,64210,254309,2.046
2yCp-Dj5-7c,entertainment,5,1.81,58169,216939,0.929
2ybeU5JUoK4,sports,17,2.04,195826,1415484,2.877
305ryPvU6A8,science_tech,13,1.79,696586,7365395,4.68
30UjfElERlc,news,4,1.24,4258,6450,0.472
31Fbv9qRV7s,comedy,5,1.31,14330,61584,1.68
32YGGYaUTgE,film,4,2.3,3839,23910,2.654
34cHO5_LX9g,entertainment,14,2.97,872955,4026262,2.434
34gHoxqZlJc,education,6,1.35,50680,257992,1.886
34mNW4YSJhw,entertainment,5,2.13,2570,64771,
36DAv_m8Mlw,music,8,5.42,77232,933283,16.292
36QMyiRAv-Y,film,4,2.2,297104,3647441,9.067
36YFQTFzZwU,sports,8,2.1,80388,519485,1.898
36tggrpRoTI,music,8,1.33,2380236,16146848,14.465
37R2_bvJjGM,howto,13,1.54,94839,533622,2.39
37z3bfXu3BA,music,4,1.79,41303,160892,2.004
38I1jsA91iQ,comedy,4,2.23,105531,788112,2.849
39idVpFF7NQ,entertainment,4,2.77,369152,2688797,1.165
3BHcVPSD4p0,news,6,1.28,908,11692,0.962
3BJU2drrtCM,entertainment,6,1.4,2711819,11188382,2.313
3BNg4fDJC8A,entertainment,7,2.33,413099,3445502,2.802
3ChgRbqGi-E,music,6,1.67,1016647,4188327,4.452
3HhK7HbX3Qs,sports,8,1.83,406672,1598439,1.358
3ILxrRlf3KY,music,8,0.98,442222,909247,1.428
3IaL0li-LWU,science_tech,4,1.37,79676,219585,0.988
3IdqPpwSE2g,entertainment,4,3.25,7205,93254,1.861
3LJh6TReA5w,entertainment,4,4.04,1518,28448,2.441
3LNeBf7bOTU,pets,4,3.09,210770,930576,12.455
3L_a9HxXzS0,music,4,2.24,7042,36535,1.518
3MA_64gyaA0,howto,6,1.14,220698,607415,2.244
3McYSX6jSIg,people_blogs,6,1.44,42603,99732,0.647
3Mg0SCxwvMo,travel,4,1.37,35251,122396,1.065
3Q2j5ApzSqs,music,21,1.29,2034833,16777231,8.761
3RlbqOl_4NA,news,10,1.59,391438,1140097,1.974
3S6HQGHqQa0,comedy,6,2.26,101162,527651,2.301
3SlG3sE8Ytg,howto,4,2.98,45234,1027805,2.276
3ToRIUoXmIw,entertainment,11,1.38,140841,667346,2.533
3UoKswz6OQc,entertainment,5,1.85,98197,515555,1.243
3VLNxH9uX6Y,entertainment,5,2.3,54542,299038,1.544
3WlhLmh7uiQ,pets,16,2.25,64507,737543,5.55
3XklsSF53pc,entertainment,7,1.5,224377,931841,1.747
3YVzBkKAbAs,people_blogs,4,2.1,35586,287733,3.076
3b24Q8Bz7b4,people_blogs,7,10.75,22101,1380632,3.583
3eQP6JoxtKk,film,8,2.15,1008713,7862567,2.85
3eY394uqk9Q,comedy,8,2.27,151982,935511,1.475
3fArI2PZBUo,people_blogs,4,1.41,8835,55318,6.703
3frnBoqqI_Q,science_tech,6,3.14,65760,1424952,4.076
3g246c6Bv58,education,4,3.39,95403,713748,
3g5O-kT9m8k,science_tech,6,2.21,101580,1649128,10.203
3hn14sIQc6E,news,6,1.24,198535,400997,0.953
3iUfzN4RAB8,comedy,13,1.35,895250,3713832,1.624
3j5eGupDWY4,pets,5,2.29,80196,592859,5.23
3k6RD9zVvpE,comedy,6,1.12,945136,3203154,2.953
3kerBt7kuBU,howto,4,1.96,13717,98780,1.002
3lgcBZdMZxM,entertainment,11,1.46,148188,622855,4.1
3mB2fIt7vzw,gaming,4,1.38,1446,8493,0.867
3mRjN1Focog,people_blogs,10,1.71,21137,130546,2.407
3nwwX-DEH1M,travel,13,2.17,564225,2019746,2.137
3oXhLdeuxDw,news,8,1.15,510132,1112617,1.284
3pCCjHDPq6U,education,10,2.42,57069,446482,2.377
3pTpz76vZfc,music,4,1.77,19591,122710,3.365
3shrder58iU,people_blogs,6,2.37,567630,2898292,2.299
3tUCuMSPQwE,comedy,8,2.25,1554627,7214750,1.652
3tjHS7JRB4c,comedy,13,2.12,134362,2066897,3.812
3uGIEY7tdg8,film,9,1.46,730639,2199149,1.699
3y75zBl37f8,howto,14,1.38,267464,1170696,3.438
3yy-dKTmyOo,music,7,4.89,548344,7628116,76.984
4-flcAEK0QI,music,7,2.03,41721,330553,13.768
40JxGkIspck,entertainment,6,1.42,17257,60568,1.814
40zKzYxwaF0,people_blogs,5,1.92,35717,223433,1.281
41PTANtZFW0,music,6,1.33,674508,3245471,5.763
41d9Bd7m8js,comedy,8,2.02,302959,1584221,3.057
425M4M3Opkk,film,14,1.29,2445777,7714606,2.155
42FRgdjveGU,entertainment,7,1.38,646119,2029938,1.507
42ZE4DCJkEo,entertainment,12,1.94,249123,1908298,3.63
44W9qstI8H8,music,6,1.3,137289,568142,3.366
45dj8U3xSFU,entertainment,4,2.33,223811,1147297,1.55
45tSUnisIos,pets,7,4.41,15032,174504,1.555
46KwY26PeOs,comedy,6,1.79,245806,1346784,1.491
48-pr5-G6Pw,music,4,2.19,80416,298642,1.896
48GpQJX3kYY,sports,9,1.73,41986,202920,1.779
48cc5nvsZ_c,film,4,3.26,74433,276125,1.289
48qcnpCWBq0,music,6,1.54,402592,2286134,9.086
49wGna0UTB8,entertainment,11,1.36,280065,912215,2.187
4Cc-U8uhXYk,comedy,5,4.04,22594,419538,
4E0Fhct08QM,people_blogs,5,4.12,35369,457181,5.484
4EIvK9XsFRo,howto,6,2.15,16154,94234,2.646
4FkEYUPr2gg,comedy,8,1.32,105609,448077,1.909
4GZBn4_SfQQ,science_tech,10,4.79,74343,514107,2.444
4HU6Z7anycw,film,15,0.98,2191512,6106813,4.138
4HX6R88QZB0,people_blogs,20,1.39,296492,1255581,5.283
4JGWxG-vE24,entertainment,7,3.33,86266,1099860,2.727
4KyWP5fWOEs,entertainment,6,2.35,28531,492953,2.578
4L-BPQVZYXM,science_tech,6,1.17,467051,1543548,1.373
4L43VVORo5c,science_tech,4,2.26,30693,141287,2.193
4LlQwTgB5Rc,music,22,5.5,17603,447916,30.64
4MYaA4WEo1Y,news,6,1.45,52198,98683,0.739
4Mayo-iUQDk,sports,5,3.12,23559,885363,1.522
4Qs8herYTqY,howto,8,2.98,73518,628330,2.889
4SvJgnhnUag,howto,4,1.31,4135,20545,0.969
4Uhe7pNqCFo,entertainment,4,1.29,618666,2297105,2.72
4VDylTCCzOY,entertainment,9,2.92,37602,330457,2.182
4WnizmrnJlk,comedy,4,1.92,501627,2940750,1.606
4ZO-jde2smo,entertainment,14,2.14,164509,906477,3.987
4_aR3HqFrr0,entertainment,21,2.46,150716,791080,5.878
4_eVvzrTV-I,sports,7,2.24,24233,253623,1.382
4a1TUszkMfI,sports,10,4.12,6451,210400,6.648
4b_tL3mh-Gw,people_blogs,5,2.11,26247,220164,1.493
4cXsgT3ZcL8,howto,6,1.7,555927,2568313,1.736
4ccN0eRaO7Y,entertainment,7,1.86,184624,736193,0.974
4csQhMHvQWk,entertainment,7,1.46,445453,1547819,1.724
4dpjhcQr0RM,music,8,1.29,314637,1629053,5.913
4ftGS_6i7mM,sports,5,1.31,11690,36414,1.212
4h-XOckOwN8,entertainment,4,3.09,499038,3305225,
4hrrK3rXrR0,entertainment,8,7.37,39416,395698,5.296
4iN6uiOsCr0,music,5,1.17,26782,96082,1.124
4iRJDDjejCI,entertainment,7,1.25,1068053,4203879,1.907
4ihuh6AKyY8,education,5,2.42,5696,91213,3.59
4k9bXpi1tU4,comedy,15,1.92,313478,2668355,4.464
4kDklB6-69Q,comedy,10,8.83,1537790,29178096,
4lm75v4Ndlg,entertainment,17,1.94,199865,1367332,4.346
4nM94zdOh50,entertainment,4,1.64,164905,746658,2.128
4nq0tT_SAD0,music,8,8.84,291104,3564336,10.705
4nqJiBRNQuw,entertainment,8,1.33,714408,3081444,1.681
4oYYVrEFWE8,music,4,14.81,4176,1702293,6.875
4oqvNR1o3Zo,entertainment,19,1.3,337820,1989746,4.375
4qakFfGRV4E,people_blogs,5,1.35,8259,43012,1.311
4sXyLTk0IAQ,comedy,5,2.29,146191,443969,1.254
4srOE3pCCo8,sports,14,1.36,386175,1501322,3.39
4tpIiSqyiLo,entertainment,4,1.21,191737,713285,0.973
4uTNVumfm84,music,9,1.42,2708516,18312570,15.918
4ubwGb-vLA0,film,6,1.25,1157770,3020358,1.267
4uvDgYKLgcU,gaming,4,1.9,22175,147003,0.684
4vZJn6r0dRw,entertainment,4,2.08,144010,1595752,1.115
4vl8-5udtII,science_tech,13,2.42,14029,308082,6.655
4wIBCoxuOJ0,education,5,2.37,82202,418311,2.281
4yG_k2Zlw7Y,film,4,3.11,38413,199547,7.312
4ykXguKWqy4,people_blogs,5,5.25,17718,687759,4.983
4zkWYYFvV6M,people_blogs,10,1.79,55703,188322,2.599
5-l84AgchWA,howto,4,2.85,301,4923,17.745
515lLZS082U,entertainment,6,0.87,1997889,4046720,1.486
51cbHTKdILA,music,5,1.94,67917,286155,1.958
52L2HML5O1k,entertainment,5,2.17,39868,319017,1.205
52Y7NwbmOHY,entertainment,6,2.34,17345,72999,1.258
52pwYD_rxmE,gaming,11,2.02,540640,3494232,3.403
532MxrRNJcM,howto,12,5.37,49643,865423,3.282
54BVvP7zvDQ,entertainment,13,2.46,201618,2096929,4.072
5530I_pYjbo,howto,7,1.5,983781,3083469,4.59
56KYMMGudcU,music,6,1.79,1479288,8617757,4.113
56XbwQ59GbA,pets,4,1.54,169318,688114,1.17
592KTCoUuUg,music,12,2.42,219041,1445729,4.091
5Ad2pIlg3Dk,news,4,2.44,64087,216743,0.749
5DsBQiYNwuk,sports,13,2.19,236992,1022658,1.958
5E4ZBSInqUU,music,6,1.29,1597554,5468928,11.459
5EF5Curjr8k,music,10,2.04,62139,519197,5.566
5GHXEGz3PJg,music,20,1.23,690668,9534322,14.04
5GRyr0noXrw,sports,6,2.08,5643750,25235767,2.115
5JEI0sjJs8c,news,5,1.78,103174,569902,1.451
5Js4TMKutCo,news,6,1.02,73929,137034,0.654
5Kk5QxB9lWk,comedy,5,1.93,30338,224031,1.534
5LoBGoQPUNc,entertainment,12,1.14,2432331,6438646,2.587
5NHxDBPxPGI,howto,6,2.83,5700,155176,2.161
5NaAwSpswJE,entertainment,5,2.0,943922,3149536,0.972
5PR3Hn6cQ60,howto,24,3.13,68427,1101782,5.862
5Q7mKQmNWSE,howto,6,39.68,16459,151563,2.069
5SNX4JuM39c,sports,5,1.11,13449,102105,
5SuDuzAtUwA,science_tech,4,1.97,24877,142380,1.586
5TLANg1GC7U,entertainment,6,1.98,279560,3322855,3.931
5TXSR9Jel24,entertainment,5,1.3,23189,52100,1.273
5TbUxGZtwGI,education,8,6.48,34573,2626381,6.668
5VGxDEh3F0g,film,11,2.38,23133,121892,2.329
5WUDfviiKRE,education,4,2463.82,4519,22695,0.736
5XUwdZkM6N8,howto,8,1.0,87997,215237,1.569
5YOvZU1QRRQ,entertainment,5,1.25,124451,301706,0.754
5YgluF8VTWg,news,4,3.15,156904,1900142,0.82
5_-NKRVn7IQ,science_tech,12,1.28,2504343,7676863,3.003
5_O5bT3hfkQ,science_tech,4,4.25,112437,869422,1.612
5bJ_gb19pKQ,film,13,1.25,829904,3259936,3.017
5czA_L_eOp4,education,6,6.33,10845,241476,7.869
5ek2W8hUvGw,film,4,2.09,517567,2500743,1.218
5fZiMNo5-uo,gaming,12,1.38,609026,2686026,2.186
5g20u8EfMdg,education,6,1.42,167420,616440,1.104
5g2UZr5RGgg,pets,14,1.46,164929,1309130,2.83
5hpuoMilm_4,people_blogs,9,1.5,618955,1776352,2.795
5jmaUAvUou4,howto,9,9.08,13620,891152,13.456
5mar5AHglGI,entertainment,11,2.33,69942,431137,4.153
5n32F7mS6Kk,comedy,6,3.12,27003,367012,2.486
5n9xafjynJA,science_tech,4,3.73,119364,2175978,1.667
5orrZxSjLQA,music,4,4.33,515517,4763664,
5q4Z7HqxFM0,people_blogs,7,2.08,61696,245308,1.149
5qjU_wPyv4E,comedy,4,2.25,47584,535232,1.285
5qpjK5DgCt4,comedy,6,2.2,1135250,5315471,2.387
5qxqo2CQakA,comedy,7,1.29,374515,1429023,2.751
5tPugvYE6wM,howto,13,1.12,148025,645449,1.915
5wKYV-9Tq1o,entertainment,5,2.17,28850,278795,3.183
5wVnr3cahQg,people_blogs,4,2.33,2870,40993,2.038
5x-d3pabd5o,music,5,2.99,436429,3055492,727.308
5xrks9k3feQ,education,5,2.31,27519,163727,1.269
5xvOk7fo-K8,people_blogs,5,5.98,2452,157975,1.543
5y-tCo_v7pk,music,5,3.24,52364,352319,2.676
5y0ARoVF6Qg,people_blogs,6,3.19,71403,282736,2.37
5y0owYFTMno,entertainment,8,1.67,55989,360432,1.741
6-Bf9yUay50,comedy,11,2.99,248910,2085977,2.907
6-xB3ij-5xM,travel,5,9.29,47544,81011,0.816
65MWN5yKU0A,howto,10,2.01,19494,106781,1.689
66kn6Dcr12E,music,5,1.38,56695,248200,1.098
6A3cHzFQsqI,music,4,1878.39,9196,127623,1.055
6CPUUjAlXrs,entertainment,8,1.77,12920,121344,3.754
6EF4zRMfrlk,pets,5,2.35,40588,173330,1.333
6EHbZKLkeMg,entertainment,4,2.36,28262,198076,1.06
6FbdqwlR0H4,entertainment,6,1.4,219780,971657,3.151
6GT7PrIIS5I,howto,7,1.48,118489,372823,1.18
6J-D86wfxiE,entertainment,8,1.12,83575,286804,3.575
